Flight Number,Departure Airport,Arrival Airport,Departure Time,Arrival Time,Delay Minutes,Weather Condition,Delay Reason,Airline
AM555,AMS,JFK,2025-02-16 02:00:00,2025-02-16 08:00:00,75,Fog,Security,American Airlines
DE280,CDG,LAX,2025-02-24 00:00:00,2025-02-24 03:00:00,48,Storm,Weather,Delta
DE109,LHR,AMS,2025-03-11 21:00:00,2025-03-12 06:00:00,25,Clear,Security,Delta
AM187,ORD,LHR,2025-03-08 00:00:00,2025-03-08 02:00:00,61,Storm,Technical Issue,American Airlines
LU707,ORD,CDG,2025-02-21 20:00:00,2025-02-22 01:00:00,26,Clear,Security,Lufthansa
AI703,CDG,LAX,2025-02-12 16:00:00,2025-02-13 01:00:00,27,Clear,Technical Issue,Air France
EM782,DFW,SIN,2025-02-10 02:00:00,2025-02-10 12:00:00,12,Storm,Weather,Emirates
LU587,LAX,JFK,2025-02-24 19:00:00,2025-02-25 01:00:00,26,Clear,Weather,Lufthansa
DE800,ORD,AMS,2025-03-20 15:00:00,2025-03-20 23:00:00,30,Storm,Crew Issues,Delta
LU338,LAX,ATL,2025-03-17 22:00:00,2025-03-18 04:00:00,1,Clear,Weather,Lufthansa
AM174,DFW,DXB,2025-02-18 22:00:00,2025-02-19 06:00:00,16,Clear,Technical Issue,American Airlines
AI995,LAX,AMS,2025-01-29 20:00:00,2025-01-30 02:00:00,26,Clear,Crew Issues,Air France
AI385,LAX,DFW,2025-02-17 06:00:00,2025-02-17 16:00:00,2,Heavy Rain,Security,Air France
UN514,SIN,LHR,2025-02-07 14:00:00,2025-02-08 01:00:00,13,Clear,Air Traffic,United
LU789,SIN,CDG,2025-03-15 08:00:00,2025-03-15 17:00:00,17,Clear,Security,Lufthansa
EM358,CDG,ORD,2025-03-23 06:00:00,2025-03-23 08:00:00,63,Snow,Weather,Emirates
AM449,ORD,AMS,2025-03-03 18:00:00,2025-03-03 23:00:00,178,Snow,Crew Issues,American Airlines
UN692,SIN,ATL,2025-01-02 17:00:00,2025-01-03 03:00:00,15,Clear,Weather,United
AI820,ORD,LAX,2025-01-19 13:00:00,2025-01-19 19:00:00,31,Heavy Rain,Technical Issue,Air France
EM932,AMS,ORD,2025-01-13 06:00:00,2025-01-13 13:00:00,6,Clear,Air Traffic,Emirates
DE762,ORD,ATL,2025-02-16 13:00:00,2025-02-16 17:00:00,19,Clear,Weather,Delta
DE226,CDG,ORD,2025-03-04 02:00:00,2025-03-04 07:00:00,21,Clear,Technical Issue,Delta
EM580,ATL,CDG,2025-01-02 16:00:00,2025-01-02 18:00:00,29,Clear,Weather,Emirates
AI550,SIN,ORD,2025-03-04 10:00:00,2025-03-04 18:00:00,28,Clear,Crew Issues,Air France
LU712,JFK,ATL,2025-02-27 01:00:00,2025-02-27 07:00:00,63,Snow,Crew Issues,Lufthansa
EM977,LHR,DFW,2025-03-19 09:00:00,2025-03-19 15:00:00,103,Heavy Rain,Air Traffic,Emirates
AI711,ORD,LAX,2025-01-06 08:00:00,2025-01-06 12:00:00,61,Snow,Technical Issue,Air France
EM748,LAX,ORD,2025-02-21 16:00:00,2025-02-21 21:00:00,117,Heavy Rain,Weather,Emirates
AM513,LAX,ORD,2025-02-05 19:00:00,2025-02-06 00:00:00,84,Fog,Technical Issue,American Airlines
UN982,DFW,LHR,2025-01-03 16:00:00,2025-01-04 03:00:00,0,Clear,No Delay,United
EM278,AMS,ATL,2025-02-05 14:00:00,2025-02-06 00:00:00,17,Clear,Air Traffic,Emirates
EM416,DXB,AMS,2025-03-05 23:00:00,2025-03-06 01:00:00,2,Clear,Security,Emirates
EM915,DXB,AMS,2025-02-22 16:00:00,2025-02-22 18:00:00,166,Snow,Air Traffic,Emirates
EM982,ATL,DXB,2025-01-27 07:00:00,2025-01-27 13:00:00,46,Snow,Security,Emirates
LU165,DXB,SIN,2025-03-16 09:00:00,2025-03-16 18:00:00,34,Heavy Rain,Weather,Lufthansa
UN224,CDG,JFK,2025-01-20 20:00:00,2025-01-21 07:00:00,17,Clear,Air Traffic,United
LU330,LAX,DXB,2025-02-20 09:00:00,2025-02-20 20:00:00,23,Clear,Security,Lufthansa
LU225,CDG,AMS,2025-03-27 02:00:00,2025-03-27 08:00:00,11,Clear,Crew Issues,Lufthansa
DE547,AMS,SIN,2025-03-03 21:00:00,2025-03-04 07:00:00,15,Clear,Crew Issues,Delta
DE850,ATL,ORD,2025-03-09 13:00:00,2025-03-09 21:00:00,8,Storm,Weather,Delta
DE739,SIN,JFK,2025-03-09 13:00:00,2025-03-09 17:00:00,20,Fog,Technical Issue,Delta
EM638,JFK,CDG,2025-01-10 14:00:00,2025-01-10 23:00:00,173,Heavy Rain,Security,Emirates
DE909,DXB,JFK,2025-02-19 18:00:00,2025-02-20 00:00:00,7,Clear,Air Traffic,Delta
EM311,ATL,JFK,2025-02-01 10:00:00,2025-02-01 16:00:00,33,Fog,Crew Issues,Emirates
DE587,DFW,LAX,2025-03-27 08:00:00,2025-03-27 17:00:00,3,Clear,Air Traffic,Delta
DE646,ORD,DXB,2025-02-24 01:00:00,2025-02-24 03:00:00,178,Snow,Security,Delta
AI288,LAX,ORD,2025-01-18 05:00:00,2025-01-18 08:00:00,6,Clear,Technical Issue,Air France
UN121,LAX,CDG,2025-02-09 23:00:00,2025-02-10 02:00:00,21,Clear,Crew Issues,United
AI442,SIN,AMS,2025-02-18 00:00:00,2025-02-18 05:00:00,97,Fog,Technical Issue,Air France
LU562,ORD,LAX,2025-03-20 00:00:00,2025-03-20 10:00:00,24,Clear,Security,Lufthansa
AI264,SIN,AMS,2025-02-14 06:00:00,2025-02-14 17:00:00,21,Fog,Air Traffic,Air France
UN975,ORD,ATL,2025-02-27 12:00:00,2025-02-27 20:00:00,18,Clear,Weather,United
DE768,LHR,SIN,2025-02-15 05:00:00,2025-02-15 13:00:00,177,Storm,Weather,Delta
AI629,DFW,CDG,2025-02-25 12:00:00,2025-02-25 15:00:00,6,Clear,Security,Air France
DE383,ORD,DFW,2025-02-20 01:00:00,2025-02-20 05:00:00,88,Fog,Technical Issue,Delta
UN937,AMS,ORD,2025-02-10 03:00:00,2025-02-10 11:00:00,125,Fog,Technical Issue,United
EM158,CDG,AMS,2025-01-20 00:00:00,2025-01-20 08:00:00,49,Snow,Security,Emirates
EM753,CDG,DXB,2025-03-04 20:00:00,2025-03-05 05:00:00,14,Clear,Weather,Emirates
AM902,ATL,AMS,2025-03-25 00:00:00,2025-03-25 04:00:00,171,Snow,Air Traffic,American Airlines
LU547,DXB,AMS,2025-01-08 23:00:00,2025-01-09 03:00:00,5,Clear,Weather,Lufthansa
EM362,LHR,LAX,2025-02-28 04:00:00,2025-02-28 09:00:00,108,Fog,Weather,Emirates
AI576,LHR,JFK,2025-03-13 17:00:00,2025-03-13 23:00:00,28,Storm,Air Traffic,Air France
DE222,DFW,ATL,2025-02-09 10:00:00,2025-02-09 19:00:00,129,Storm,Weather,Delta
DE634,ORD,DXB,2025-02-01 03:00:00,2025-02-01 11:00:00,26,Clear,Air Traffic,Delta
EM231,DFW,LAX,2025-01-24 17:00:00,2025-01-25 02:00:00,15,Clear,Weather,Emirates
AM179,JFK,DXB,2025-02-11 18:00:00,2025-02-11 23:00:00,67,Storm,Air Traffic,American Airlines
LU992,ATL,LHR,2025-02-09 12:00:00,2025-02-09 20:00:00,4,Clear,Technical Issue,Lufthansa
DE529,CDG,DFW,2025-01-19 18:00:00,2025-01-19 23:00:00,54,Storm,Air Traffic,Delta
AI853,DFW,AMS,2025-01-22 22:00:00,2025-01-23 04:00:00,26,Clear,Air Traffic,Air France
AI578,ATL,JFK,2025-02-08 16:00:00,2025-02-08 20:00:00,26,Clear,Weather,Air France
AI903,LHR,DFW,2025-03-13 05:00:00,2025-03-13 10:00:00,144,Fog,Weather,Air France
AM877,ORD,CDG,2025-02-08 15:00:00,2025-02-08 18:00:00,90,Fog,Crew Issues,American Airlines
UN225,LHR,JFK,2025-01-12 14:00:00,2025-01-12 18:00:00,18,Clear,Weather,United
EM462,SIN,DFW,2025-03-02 05:00:00,2025-03-02 08:00:00,91,Snow,Air Traffic,Emirates
LU438,ORD,JFK,2025-01-25 09:00:00,2025-01-25 15:00:00,11,Clear,Air Traffic,Lufthansa
AI645,ATL,LAX,2025-02-23 11:00:00,2025-02-23 21:00:00,10,Clear,Weather,Air France
UN189,AMS,CDG,2025-02-05 06:00:00,2025-02-05 15:00:00,158,Snow,Weather,United
EM308,DFW,LHR,2025-02-25 21:00:00,2025-02-26 02:00:00,13,Clear,Security,Emirates
UN566,LAX,ORD,2025-03-04 04:00:00,2025-03-04 14:00:00,70,Heavy Rain,Crew Issues,United
AM328,CDG,ORD,2025-01-08 17:00:00,2025-01-08 23:00:00,136,Heavy Rain,Air Traffic,American Airlines
AI511,SIN,DXB,2025-02-14 05:00:00,2025-02-14 08:00:00,58,Heavy Rain,Air Traffic,Air France
EM417,LAX,CDG,2025-02-02 19:00:00,2025-02-03 06:00:00,10,Heavy Rain,Air Traffic,Emirates
EM302,SIN,JFK,2025-03-28 10:00:00,2025-03-28 13:00:00,15,Clear,Air Traffic,Emirates
AM156,LAX,DXB,2025-01-31 08:00:00,2025-01-31 15:00:00,61,Storm,Weather,American Airlines
AI746,ATL,DFW,2025-01-19 23:00:00,2025-01-20 09:00:00,173,Heavy Rain,Air Traffic,Air France
AI389,AMS,DFW,2025-03-16 03:00:00,2025-03-16 12:00:00,10,Clear,Weather,Air France
AM872,ATL,AMS,2025-03-13 21:00:00,2025-03-14 00:00:00,4,Clear,Weather,American Airlines
AM304,LHR,ORD,2025-01-14 09:00:00,2025-01-14 16:00:00,137,Storm,Weather,American Airlines
AI986,LAX,DFW,2025-02-04 14:00:00,2025-02-04 19:00:00,3,Clear,Security,Air France
AI829,DFW,CDG,2025-02-04 06:00:00,2025-02-04 10:00:00,7,Clear,Air Traffic,Air France
DE685,ORD,AMS,2025-02-10 23:00:00,2025-02-11 06:00:00,17,Storm,Technical Issue,Delta
LU965,SIN,AMS,2025-03-21 11:00:00,2025-03-21 16:00:00,18,Clear,Weather,Lufthansa
LU591,LAX,JFK,2025-02-27 01:00:00,2025-02-27 06:00:00,150,Storm,Technical Issue,Lufthansa
UN335,DFW,ORD,2025-02-18 23:00:00,2025-02-19 10:00:00,29,Clear,Crew Issues,United
UN352,DFW,AMS,2025-01-23 12:00:00,2025-01-23 22:00:00,93,Fog,Weather,United
DE992,AMS,SIN,2025-01-13 22:00:00,2025-01-14 00:00:00,29,Clear,Air Traffic,Delta
EM467,CDG,LHR,2025-02-05 19:00:00,2025-02-05 21:00:00,25,Clear,Weather,Emirates
AI386,ORD,SIN,2025-03-27 14:00:00,2025-03-27 18:00:00,13,Clear,Technical Issue,Air France
LU644,DFW,JFK,2025-02-03 10:00:00,2025-02-03 15:00:00,6,Heavy Rain,Weather,Lufthansa
DE769,DXB,ATL,2025-02-13 14:00:00,2025-02-13 22:00:00,21,Heavy Rain,Weather,Delta
AI776,LAX,CDG,2025-01-27 20:00:00,2025-01-28 04:00:00,9,Storm,Weather,Air France
LU245,CDG,JFK,2025-01-07 01:00:00,2025-01-07 09:00:00,117,Storm,Technical Issue,Lufthansa
UN446,DXB,CDG,2025-02-22 13:00:00,2025-02-22 19:00:00,56,Fog,Weather,United
UN593,CDG,DFW,2025-02-11 05:00:00,2025-02-11 16:00:00,31,Heavy Rain,Technical Issue,United
DE144,ATL,ORD,2025-01-07 01:00:00,2025-01-07 09:00:00,57,Heavy Rain,Security,Delta
DE458,JFK,DXB,2025-03-14 08:00:00,2025-03-14 17:00:00,29,Storm,Weather,Delta
AI226,AMS,DFW,2025-03-22 07:00:00,2025-03-22 18:00:00,30,Storm,Weather,Air France
EM446,LHR,DFW,2025-01-15 23:00:00,2025-01-16 02:00:00,26,Storm,Air Traffic,Emirates
LU392,ATL,JFK,2025-03-26 22:00:00,2025-03-27 00:00:00,14,Clear,Air Traffic,Lufthansa
LU318,LHR,LAX,2025-03-05 22:00:00,2025-03-06 06:00:00,131,Fog,Weather,Lufthansa
LU660,JFK,SIN,2025-02-13 12:00:00,2025-02-13 18:00:00,2,Clear,Air Traffic,Lufthansa
AI603,ORD,DXB,2025-02-19 17:00:00,2025-02-20 03:00:00,112,Storm,Weather,Air France
EM405,AMS,CDG,2025-03-09 17:00:00,2025-03-09 19:00:00,21,Clear,Technical Issue,Emirates
DE815,JFK,ATL,2025-02-05 15:00:00,2025-02-05 23:00:00,152,Snow,Security,Delta
LU148,DXB,LAX,2025-01-12 13:00:00,2025-01-12 21:00:00,25,Clear,Technical Issue,Lufthansa
EM401,ORD,JFK,2025-03-13 02:00:00,2025-03-13 13:00:00,3,Heavy Rain,Technical Issue,Emirates
DE111,ATL,LAX,2025-02-03 10:00:00,2025-02-03 17:00:00,19,Heavy Rain,Crew Issues,Delta
DE153,LAX,ATL,2025-01-05 20:00:00,2025-01-06 01:00:00,25,Clear,Air Traffic,Delta
AM511,LHR,ATL,2025-02-04 23:00:00,2025-02-05 09:00:00,14,Clear,Technical Issue,American Airlines
LU924,SIN,DXB,2025-03-12 00:00:00,2025-03-12 08:00:00,28,Clear,Security,Lufthansa
AM319,CDG,AMS,2025-02-09 13:00:00,2025-02-09 18:00:00,6,Clear,Security,American Airlines
LU698,LAX,SIN,2025-01-06 22:00:00,2025-01-07 09:00:00,29,Clear,Weather,Lufthansa
UN278,JFK,SIN,2025-02-22 12:00:00,2025-02-22 16:00:00,15,Clear,Weather,United
UN784,LHR,CDG,2025-02-05 09:00:00,2025-02-05 19:00:00,84,Fog,Weather,United
DE328,DXB,DFW,2025-03-28 00:00:00,2025-03-28 03:00:00,27,Clear,Weather,Delta
DE230,DXB,CDG,2025-02-03 06:00:00,2025-02-03 08:00:00,26,Clear,Weather,Delta
AM819,LAX,DFW,2025-02-03 04:00:00,2025-02-03 09:00:00,91,Storm,Technical Issue,American Airlines
EM829,LAX,SIN,2025-02-27 15:00:00,2025-02-27 17:00:00,20,Clear,Weather,Emirates
DE757,SIN,ORD,2025-01-07 03:00:00,2025-01-07 14:00:00,5,Clear,Weather,Delta
UN362,CDG,LHR,2025-03-07 07:00:00,2025-03-07 14:00:00,19,Clear,Weather,United
LU518,DXB,AMS,2025-02-22 16:00:00,2025-02-22 21:00:00,98,Fog,Weather,Lufthansa
LU769,ATL,DXB,2025-02-13 20:00:00,2025-02-13 22:00:00,26,Snow,Air Traffic,Lufthansa
LU171,LAX,ATL,2025-03-03 08:00:00,2025-03-03 16:00:00,18,Clear,Weather,Lufthansa
UN943,ORD,ATL,2025-01-11 07:00:00,2025-01-11 18:00:00,22,Clear,Weather,United
LU646,LHR,ORD,2025-03-03 06:00:00,2025-03-03 11:00:00,7,Clear,Weather,Lufthansa
UN723,AMS,LHR,2025-02-20 10:00:00,2025-02-20 15:00:00,14,Clear,Air Traffic,United
EM424,DFW,SIN,2025-02-20 01:00:00,2025-02-20 06:00:00,22,Clear,Weather,Emirates
UN259,LAX,DFW,2025-01-01 17:00:00,2025-01-01 22:00:00,19,Fog,Weather,United
DE154,SIN,LAX,2025-01-12 09:00:00,2025-01-12 18:00:00,18,Clear,Air Traffic,Delta
EM475,CDG,ATL,2025-02-07 14:00:00,2025-02-07 20:00:00,71,Snow,Security,Emirates
EM667,DXB,SIN,2025-02-06 01:00:00,2025-02-06 09:00:00,86,Fog,Weather,Emirates
EM997,DFW,JFK,2025-03-18 10:00:00,2025-03-18 15:00:00,66,Fog,Weather,Emirates
UN268,AMS,LHR,2025-03-29 07:00:00,2025-03-29 09:00:00,25,Clear,Weather,United
LU978,ATL,DXB,2025-01-01 23:00:00,2025-01-02 06:00:00,10,Clear,Technical Issue,Lufthansa
AM526,CDG,DFW,2025-03-31 15:00:00,2025-03-31 21:00:00,134,Fog,Air Traffic,American Airlines
UN346,DFW,SIN,2025-02-02 23:00:00,2025-02-03 08:00:00,12,Clear,Weather,United
AM861,LHR,ORD,2025-01-30 16:00:00,2025-01-30 21:00:00,176,Snow,Air Traffic,American Airlines
LU993,LHR,AMS,2025-03-27 22:00:00,2025-03-28 07:00:00,9,Clear,Security,Lufthansa
AI353,LHR,DFW,2025-02-21 05:00:00,2025-02-21 15:00:00,16,Storm,Weather,Air France
DE920,LAX,ATL,2025-03-11 17:00:00,2025-03-11 22:00:00,37,Fog,Weather,Delta
DE266,AMS,LHR,2025-03-07 15:00:00,2025-03-07 20:00:00,123,Heavy Rain,Weather,Delta
AM647,JFK,LHR,2025-03-23 21:00:00,2025-03-24 04:00:00,2,Clear,Security,American Airlines
AI693,LHR,ATL,2025-03-10 13:00:00,2025-03-10 23:00:00,172,Storm,Air Traffic,Air France
LU241,CDG,ORD,2025-03-27 06:00:00,2025-03-27 13:00:00,145,Heavy Rain,Weather,Lufthansa
EM391,DFW,LHR,2025-01-28 10:00:00,2025-01-28 13:00:00,12,Clear,Technical Issue,Emirates
LU937,LHR,CDG,2025-01-07 22:00:00,2025-01-08 01:00:00,17,Clear,Air Traffic,Lufthansa
LU714,ORD,LHR,2025-02-16 20:00:00,2025-02-17 01:00:00,159,Heavy Rain,Weather,Lufthansa
DE767,JFK,SIN,2025-03-05 08:00:00,2025-03-05 15:00:00,175,Storm,Technical Issue,Delta
LU664,JFK,AMS,2025-03-14 22:00:00,2025-03-15 00:00:00,14,Clear,Weather,Lufthansa
LU490,CDG,DXB,2025-03-28 09:00:00,2025-03-28 15:00:00,114,Snow,Air Traffic,Lufthansa
AI774,JFK,ORD,2025-02-15 04:00:00,2025-02-15 14:00:00,11,Clear,Weather,Air France
AI603,DFW,AMS,2025-03-07 20:00:00,2025-03-08 06:00:00,150,Heavy Rain,Weather,Air France
AI512,SIN,DFW,2025-03-07 06:00:00,2025-03-07 14:00:00,31,Heavy Rain,Technical Issue,Air France
UN582,DXB,CDG,2025-01-31 01:00:00,2025-01-31 04:00:00,14,Clear,Air Traffic,United
LU107,JFK,SIN,2025-02-01 14:00:00,2025-02-01 18:00:00,157,Storm,Technical Issue,Lufthansa
EM582,LHR,JFK,2025-02-27 11:00:00,2025-02-27 21:00:00,82,Storm,Air Traffic,Emirates
DE270,DFW,ORD,2025-02-20 04:00:00,2025-02-20 10:00:00,24,Heavy Rain,Air Traffic,Delta
EM763,DXB,DFW,2025-01-04 01:00:00,2025-01-04 11:00:00,24,Clear,Weather,Emirates
AI981,CDG,LAX,2025-02-14 04:00:00,2025-02-14 15:00:00,22,Fog,Air Traffic,Air France
AI407,AMS,LHR,2025-01-30 00:00:00,2025-01-30 09:00:00,160,Heavy Rain,Air Traffic,Air France
AM136,LAX,AMS,2025-03-09 12:00:00,2025-03-09 20:00:00,136,Snow,Air Traffic,American Airlines
DE584,ORD,DXB,2025-01-07 06:00:00,2025-01-07 15:00:00,66,Snow,Technical Issue,Delta
EM666,ATL,LAX,2025-02-18 13:00:00,2025-02-18 17:00:00,12,Clear,Weather,Emirates
LU942,LHR,ORD,2025-03-22 08:00:00,2025-03-22 14:00:00,11,Snow,Air Traffic,Lufthansa
DE808,SIN,LHR,2025-01-14 12:00:00,2025-01-14 18:00:00,169,Snow,Air Traffic,Delta
UN519,ATL,CDG,2025-02-16 15:00:00,2025-02-16 22:00:00,14,Clear,Weather,United
DE537,ORD,LHR,2025-03-26 10:00:00,2025-03-26 20:00:00,1,Clear,Air Traffic,Delta
AM624,LAX,ATL,2025-03-20 16:00:00,2025-03-20 19:00:00,106,Fog,Crew Issues,American Airlines
EM161,ATL,LAX,2025-01-05 13:00:00,2025-01-05 23:00:00,38,Heavy Rain,Weather,Emirates
DE135,DFW,AMS,2025-01-28 02:00:00,2025-01-28 09:00:00,42,Storm,Weather,Delta
AI843,LHR,DXB,2025-03-15 17:00:00,2025-03-16 01:00:00,11,Clear,Security,Air France
LU551,ORD,SIN,2025-02-20 16:00:00,2025-02-20 19:00:00,127,Storm,Security,Lufthansa
LU604,ATL,JFK,2025-03-30 10:00:00,2025-03-30 18:00:00,92,Heavy Rain,Technical Issue,Lufthansa
AM911,DFW,AMS,2025-01-15 22:00:00,2025-01-16 00:00:00,10,Clear,Air Traffic,American Airlines
AM774,AMS,JFK,2025-02-15 05:00:00,2025-02-15 16:00:00,154,Storm,Technical Issue,American Airlines
AM580,ORD,DFW,2025-02-21 12:00:00,2025-02-21 17:00:00,20,Clear,Technical Issue,American Airlines
EM770,DXB,DFW,2025-01-17 00:00:00,2025-01-17 02:00:00,172,Snow,Technical Issue,Emirates
EM491,AMS,LHR,2025-01-06 19:00:00,2025-01-07 01:00:00,162,Heavy Rain,Air Traffic,Emirates
UN400,DFW,ATL,2025-03-08 06:00:00,2025-03-08 15:00:00,48,Heavy Rain,Security,United
AI647,ATL,JFK,2025-02-27 08:00:00,2025-02-27 19:00:00,127,Snow,Air Traffic,Air France
DE504,ATL,LHR,2025-02-06 23:00:00,2025-02-07 01:00:00,16,Snow,Weather,Delta
EM410,JFK,LHR,2025-01-25 02:00:00,2025-01-25 09:00:00,1,Heavy Rain,Weather,Emirates
DE493,AMS,SIN,2025-02-24 16:00:00,2025-02-24 23:00:00,15,Clear,Air Traffic,Delta
AM745,LAX,ATL,2025-01-14 02:00:00,2025-01-14 10:00:00,8,Clear,Security,American Airlines
AI959,LAX,JFK,2025-03-30 22:00:00,2025-03-31 01:00:00,1,Clear,Weather,Air France
EM908,DXB,CDG,2025-02-11 08:00:00,2025-02-11 17:00:00,151,Snow,Weather,Emirates
AI805,DXB,ORD,2025-01-02 18:00:00,2025-01-03 01:00:00,23,Clear,Weather,Air France
AM679,AMS,JFK,2025-03-20 17:00:00,2025-03-21 03:00:00,6,Clear,Security,American Airlines
UN642,LHR,DFW,2025-03-12 03:00:00,2025-03-12 14:00:00,83,Heavy Rain,Air Traffic,United
UN274,ORD,SIN,2025-03-10 19:00:00,2025-03-11 04:00:00,15,Clear,Technical Issue,United
AI814,CDG,LAX,2025-03-19 23:00:00,2025-03-20 05:00:00,59,Fog,Technical Issue,Air France
LU896,LAX,LHR,2025-01-19 23:00:00,2025-01-20 05:00:00,89,Fog,Weather,Lufthansa
EM755,DXB,AMS,2025-03-12 22:00:00,2025-03-13 05:00:00,7,Clear,Weather,Emirates
AI858,LHR,CDG,2025-01-04 11:00:00,2025-01-04 22:00:00,83,Heavy Rain,Technical Issue,Air France
LU893,ORD,JFK,2025-01-19 00:00:00,2025-01-19 09:00:00,162,Heavy Rain,Air Traffic,Lufthansa
AM750,DXB,AMS,2025-03-25 01:00:00,2025-03-25 12:00:00,24,Heavy Rain,Security,American Airlines
AM269,DFW,DXB,2025-01-11 23:00:00,2025-01-12 04:00:00,14,Storm,Weather,American Airlines
EM818,ATL,SIN,2025-02-16 19:00:00,2025-02-17 04:00:00,142,Storm,Weather,Emirates
DE412,JFK,CDG,2025-03-13 18:00:00,2025-03-14 04:00:00,137,Snow,Technical Issue,Delta
AI597,AMS,DXB,2025-03-09 20:00:00,2025-03-10 02:00:00,71,Snow,Weather,Air France
EM252,ORD,DFW,2025-03-19 15:00:00,2025-03-19 18:00:00,160,Heavy Rain,Security,Emirates
AI577,CDG,ORD,2025-03-26 18:00:00,2025-03-27 01:00:00,81,Storm,Air Traffic,Air France
AI850,ORD,JFK,2025-03-26 01:00:00,2025-03-26 04:00:00,12,Clear,Security,Air France
AM531,JFK,ORD,2025-01-11 06:00:00,2025-01-11 10:00:00,7,Clear,Weather,American Airlines
AM524,LAX,LHR,2025-01-05 06:00:00,2025-01-05 11:00:00,129,Heavy Rain,Security,American Airlines
AI808,SIN,CDG,2025-03-18 20:00:00,2025-03-19 02:00:00,16,Clear,Weather,Air France
AM246,CDG,LHR,2025-02-03 23:00:00,2025-02-04 02:00:00,26,Clear,Crew Issues,American Airlines
AM182,ORD,LHR,2025-03-17 02:00:00,2025-03-17 10:00:00,152,Heavy Rain,Air Traffic,American Airlines
AM291,LHR,DFW,2025-02-03 06:00:00,2025-02-03 10:00:00,11,Clear,Air Traffic,American Airlines
AI681,LAX,CDG,2025-02-27 19:00:00,2025-02-28 01:00:00,4,Clear,Crew Issues,Air France
DE815,LHR,DXB,2025-02-05 11:00:00,2025-02-05 20:00:00,21,Clear,Security,Delta
EM402,DFW,JFK,2025-01-23 09:00:00,2025-01-23 13:00:00,10,Clear,Security,Emirates
EM854,DXB,CDG,2025-02-27 09:00:00,2025-02-27 16:00:00,95,Fog,Weather,Emirates
EM736,AMS,DFW,2025-01-08 21:00:00,2025-01-09 02:00:00,19,Clear,Air Traffic,Emirates
DE238,AMS,ORD,2025-03-17 04:00:00,2025-03-17 10:00:00,145,Storm,Security,Delta
LU618,LHR,DXB,2025-01-02 13:00:00,2025-01-02 23:00:00,68,Storm,Weather,Lufthansa
AI704,CDG,ATL,2025-03-21 14:00:00,2025-03-21 20:00:00,20,Clear,Security,Air France
DE760,DFW,JFK,2025-01-18 18:00:00,2025-01-18 20:00:00,27,Clear,Security,Delta
DE648,ATL,AMS,2025-01-20 20:00:00,2025-01-21 04:00:00,83,Storm,Weather,Delta
AI134,AMS,DXB,2025-01-15 11:00:00,2025-01-15 17:00:00,83,Heavy Rain,Weather,Air France
LU927,DFW,DXB,2025-03-04 06:00:00,2025-03-04 08:00:00,145,Snow,Weather,Lufthansa
DE942,ORD,ATL,2025-01-15 15:00:00,2025-01-15 22:00:00,94,Snow,Weather,Delta
AM259,AMS,CDG,2025-01-09 19:00:00,2025-01-10 06:00:00,18,Heavy Rain,Weather,American Airlines
AM453,ATL,SIN,2025-02-18 04:00:00,2025-02-18 12:00:00,129,Fog,Weather,American Airlines
UN567,JFK,AMS,2025-03-02 02:00:00,2025-03-02 10:00:00,29,Storm,Crew Issues,United
AI949,AMS,SIN,2025-01-31 07:00:00,2025-01-31 15:00:00,0,Storm,No Delay,Air France
AI333,ORD,ATL,2025-03-05 19:00:00,2025-03-06 01:00:00,13,Clear,Weather,Air France
AM933,DXB,DFW,2025-02-24 03:00:00,2025-02-24 10:00:00,3,Clear,Crew Issues,American Airlines
AI326,DXB,ATL,2025-02-12 06:00:00,2025-02-12 17:00:00,37,Heavy Rain,Weather,Air France
EM250,LHR,AMS,2025-01-03 00:00:00,2025-01-03 11:00:00,17,Clear,Technical Issue,Emirates
LU892,ATL,LHR,2025-03-22 17:00:00,2025-03-23 00:00:00,43,Storm,Weather,Lufthansa
AI615,SIN,LHR,2025-02-08 11:00:00,2025-02-08 13:00:00,2,Clear,Weather,Air France
UN116,CDG,ATL,2025-03-29 13:00:00,2025-03-29 18:00:00,139,Snow,Air Traffic,United
DE767,CDG,DXB,2025-01-10 19:00:00,2025-01-11 05:00:00,2,Fog,Weather,Delta
EM117,ATL,DFW,2025-01-24 18:00:00,2025-01-25 03:00:00,61,Snow,Technical Issue,Emirates
LU962,LAX,DXB,2025-01-27 05:00:00,2025-01-27 14:00:00,117,Storm,Weather,Lufthansa
UN669,DXB,DFW,2025-02-22 12:00:00,2025-02-22 23:00:00,2,Clear,Air Traffic,United
UN647,ATL,LAX,2025-02-05 22:00:00,2025-02-06 02:00:00,15,Clear,Air Traffic,United
UN551,CDG,JFK,2025-01-01 13:00:00,2025-01-01 18:00:00,15,Storm,Weather,United
UN723,ORD,LAX,2025-03-14 09:00:00,2025-03-14 15:00:00,27,Clear,Weather,United
AM456,AMS,SIN,2025-03-07 17:00:00,2025-03-07 23:00:00,19,Clear,Air Traffic,American Airlines
AI359,JFK,AMS,2025-02-18 03:00:00,2025-02-18 05:00:00,32,Snow,Weather,Air France
UN735,LAX,JFK,2025-01-11 02:00:00,2025-01-11 10:00:00,9,Clear,Weather,United
EM657,ATL,LHR,2025-01-28 15:00:00,2025-01-28 21:00:00,117,Heavy Rain,Weather,Emirates
DE623,DXB,AMS,2025-03-12 11:00:00,2025-03-12 13:00:00,171,Storm,Air Traffic,Delta
