flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL1907,Lufthansa,LAX,CDG,2025-04-24 07:54:00,On Time,0,N/A,Clear
FL9984,Singapore Airlines,DXB,ICN,2025-04-24 01:23:00,On Time,0,N/A,Rain
FL4257,United,LAX,SFO,2025-04-24 11:27:00,On Time,0,N/A,Snow
FL8134,Singapore Airlines,JFK,SFO,2025-04-24 09:03:00,On Time,0,N/A,Rain
FL5132,Air France,ATL,CDG,2025-04-24 05:30:00,On Time,0,N/A,Windy
FL3764,Qatar Airways,YYZ,AMS,2025-04-24 16:49:00,On Time,0,N/A,Snow
FL3477,Emirates,DXB,JFK,2025-04-24 16:58:00,On Time,0,N/A,Snow
FL4286,Singapore Airlines,JFK,ICN,2025-04-24 14:32:00,On Time,0,N/A,Windy
FL2111,British Airways,PEK,FRA,2025-04-24 16:25:00,On Time,0,N/A,Snow
FL9848,Turkish Airlines,ORD,SFO,2025-04-24 03:38:00,On Time,0,N/A,Windy
FL1078,Emirates,ORD,ATL,2025-04-24 07:23:00,Delayed,194,Late Arrival of Aircraft,Fog
FL5762,Qatar Airways,LAX,PEK,2025-04-24 05:00:00,On Time,0,N/A,Fog
FL3689,Air France,AMS,YYZ,2025-04-24 13:01:00,Delayed,70,Technical Issue,Fog
FL4232,United,FRA,LAX,2025-04-24 12:57:00,On Time,0,N/A,Snow
FL7696,Qatar Airways,ATL,LHR,2025-04-24 16:05:00,On Time,0,N/A,Snow
FL4817,United,SIN,SFO,2025-04-24 11:47:00,Delayed,291,Air Traffic Congestion,Storm
FL3572,United,HND,FRA,2025-04-24 14:18:00,On Time,0,N/A,Clear
FL9470,Emirates,DXB,CDG,2025-04-24 02:13:00,Delayed,245,Late Arrival of Aircraft,Snow
FL5460,Qatar Airways,HND,YYZ,2025-04-24 07:02:00,Canceled,0,N/A,Windy
FL7357,Turkish Airlines,ORD,DXB,2025-04-24 19:55:00,Delayed,195,Weather,Storm
FL8094,Emirates,SFO,SIN,2025-04-24 15:22:00,On Time,0,N/A,Fog
FL6395,Delta,SFO,LHR,2025-04-24 06:40:00,On Time,0,N/A,Storm
FL8390,Delta,ORD,SIN,2025-04-24 18:46:00,On Time,0,N/A,Windy
FL4434,Delta,JFK,YYZ,2025-04-24 23:19:00,Canceled,0,N/A,Storm
FL1470,American Airlines,ICN,YYZ,2025-04-24 23:42:00,On Time,0,N/A,Fog
FL2190,Air France,ICN,ORD,2025-04-24 21:10:00,On Time,0,N/A,Rain
FL4111,American Airlines,ORD,YYZ,2025-04-24 18:46:00,On Time,0,N/A,Fog
FL6186,Emirates,HND,AMS,2025-04-24 03:21:00,On Time,0,N/A,Fog
FL3331,Turkish Airlines,PEK,LHR,2025-04-24 16:40:00,On Time,0,N/A,Windy
FL2604,American Airlines,JFK,SFO,2025-04-24 05:40:00,On Time,0,N/A,Storm
FL8271,Air France,CDG,YYZ,2025-04-24 19:49:00,Delayed,153,Weather,Storm
FL6424,Turkish Airlines,ATL,CDG,2025-04-24 03:30:00,On Time,0,N/A,Rain
FL5246,Singapore Airlines,ORD,SIN,2025-04-24 03:49:00,Delayed,269,Crew Shortage,Snow
FL7071,British Airways,SFO,DXB,2025-04-24 23:17:00,Delayed,281,Late Arrival of Aircraft,Storm
FL4419,British Airways,DXB,YYZ,2025-04-24 21:47:00,Canceled,0,N/A,Storm
FL7874,United,ICN,AMS,2025-04-24 10:23:00,On Time,0,N/A,Storm
FL5299,Emirates,DXB,JFK,2025-04-24 06:06:00,Delayed,145,Weather,Fog
FL4262,Emirates,FRA,ICN,2025-04-24 21:53:00,On Time,0,N/A,Rain
FL8646,United,LHR,HND,2025-04-24 08:11:00,Delayed,40,Security Issue,Clear
FL8777,Emirates,JFK,DXB,2025-04-25 08:51:00,On Time,0,N/A,Clear
FL1911,Turkish Airlines,ORD,FRA,2025-04-25 23:08:00,On Time,0,N/A,Clear
FL2125,Lufthansa,DXB,JFK,2025-04-25 20:08:00,On Time,0,N/A,Clear
FL9959,Lufthansa,DXB,JFK,2025-04-25 15:43:00,On Time,0,N/A,Windy
FL8607,American Airlines,LAX,JFK,2025-04-25 21:42:00,On Time,0,N/A,Fog
FL9405,Air France,JFK,AMS,2025-04-25 04:04:00,On Time,0,N/A,Clear
FL5335,Emirates,AMS,JFK,2025-04-25 15:14:00,On Time,0,N/A,Clear
FL3928,Delta,ATL,HND,2025-04-25 18:13:00,On Time,0,N/A,Rain
FL5257,Lufthansa,ICN,DXB,2025-04-25 10:08:00,On Time,0,N/A,Windy
FL5883,Air France,ORD,HND,2025-04-25 08:21:00,On Time,0,N/A,Fog
FL3989,Qatar Airways,ATL,SYD,2025-04-25 19:24:00,On Time,0,N/A,Clear
FL4450,Emirates,LAX,LHR,2025-04-25 05:10:00,On Time,0,N/A,Storm
FL8273,Emirates,FRA,PEK,2025-04-25 17:15:00,On Time,0,N/A,Fog
FL7044,Delta,LAX,YYZ,2025-04-25 15:57:00,On Time,0,N/A,Fog
FL9452,American Airlines,CDG,LAX,2025-04-25 13:24:00,Delayed,165,Security Issue,Snow
FL8391,Qatar Airways,LAX,FRA,2025-04-25 13:30:00,On Time,0,N/A,Clear
FL5955,Emirates,CDG,FRA,2025-04-25 08:08:00,On Time,0,N/A,Fog
FL7139,British Airways,HND,SYD,2025-04-25 19:10:00,Delayed,128,Crew Shortage,Snow
FL5815,Air France,JFK,CDG,2025-04-25 03:04:00,Canceled,0,N/A,Snow
FL9638,British Airways,JFK,LAX,2025-04-25 20:24:00,On Time,0,N/A,Windy
FL3779,United,SYD,DXB,2025-04-25 20:18:00,Delayed,212,Late Arrival of Aircraft,Snow
FL2271,Delta,SIN,DXB,2025-04-25 07:33:00,On Time,0,N/A,Snow
FL9996,Lufthansa,DXB,ORD,2025-04-25 02:14:00,Delayed,196,Security Issue,Snow
FL9451,Lufthansa,LHR,ORD,2025-04-25 16:54:00,Delayed,92,Air Traffic Congestion,Snow
FL7586,United,SYD,YYZ,2025-04-25 02:49:00,Canceled,0,N/A,Windy
FL6677,Turkish Airlines,SFO,CDG,2025-04-25 16:04:00,On Time,0,N/A,Clear
FL3643,Qatar Airways,YYZ,SYD,2025-04-25 23:15:00,Delayed,81,Late Arrival of Aircraft,Storm
FL4228,Delta,DXB,AMS,2025-04-25 09:50:00,On Time,0,N/A,Windy
FL5283,United,JFK,AMS,2025-04-25 15:14:00,Delayed,198,Late Arrival of Aircraft,Storm
FL5489,Delta,SYD,LAX,2025-04-25 00:09:00,Canceled,0,N/A,Storm
FL1336,United,SFO,JFK,2025-04-25 16:19:00,On Time,0,N/A,Fog
FL8224,United,JFK,LAX,2025-04-25 16:06:00,On Time,0,N/A,Rain
FL8691,American Airlines,FRA,ATL,2025-04-25 19:11:00,On Time,0,N/A,Fog
FL5819,Qatar Airways,ORD,AMS,2025-04-25 01:14:00,On Time,0,N/A,Rain
FL9140,Delta,LAX,AMS,2025-04-25 08:24:00,On Time,0,N/A,Clear
FL5620,British Airways,LAX,SIN,2025-04-25 04:16:00,On Time,0,N/A,Fog
FL9427,Emirates,SYD,SIN,2025-04-25 13:57:00,On Time,0,N/A,Clear
FL1044,Singapore Airlines,FRA,ATL,2025-04-25 11:10:00,Canceled,0,N/A,Windy
FL5950,Emirates,SFO,AMS,2025-04-25 08:36:00,On Time,0,N/A,Snow
FL1833,American Airlines,SIN,ICN,2025-04-25 10:00:00,On Time,0,N/A,Rain
FL1868,Delta,YYZ,CDG,2025-04-25 12:22:00,Delayed,74,Technical Issue,Fog
FL8851,Air France,SFO,PEK,2025-04-25 06:20:00,On Time,0,N/A,Storm
FL9201,Air France,LAX,ORD,2025-04-25 02:44:00,Canceled,0,N/A,Snow
FL1419,Emirates,HND,DXB,2025-04-25 07:33:00,On Time,0,N/A,Rain
FL5591,American Airlines,SYD,HND,2025-04-25 22:51:00,On Time,0,N/A,Snow
FL7756,United,SIN,ORD,2025-04-25 02:58:00,Canceled,0,N/A,Snow
FL1079,Singapore Airlines,SIN,YYZ,2025-04-25 02:37:00,Delayed,222,Technical Issue,Storm
FL8528,American Airlines,SYD,YYZ,2025-04-25 00:42:00,On Time,0,N/A,Snow
FL7741,American Airlines,HND,SFO,2025-04-25 19:08:00,On Time,0,N/A,Clear
FL8034,Singapore Airlines,SYD,JFK,2025-04-25 12:19:00,On Time,0,N/A,Clear
FL7608,Qatar Airways,PEK,ORD,2025-04-25 00:04:00,On Time,0,N/A,Fog
FL2693,Singapore Airlines,FRA,YYZ,2025-04-25 19:52:00,On Time,0,N/A,Fog
FL8329,British Airways,LHR,JFK,2025-04-25 03:13:00,On Time,0,N/A,Storm
FL8224,British Airways,LAX,JFK,2025-04-25 09:36:00,Delayed,277,Late Arrival of Aircraft,Snow
FL3250,Delta,ATL,AMS,2025-04-25 11:47:00,On Time,0,N/A,Storm
FL5732,Qatar Airways,JFK,ATL,2025-04-25 19:37:00,On Time,0,N/A,Snow
FL2470,American Airlines,LHR,JFK,2025-04-25 21:24:00,On Time,0,N/A,Rain
FL1377,Turkish Airlines,ICN,JFK,2025-04-25 08:21:00,On Time,0,N/A,Clear
FL4837,Delta,SIN,JFK,2025-04-25 09:21:00,On Time,0,N/A,Fog
FL5850,Singapore Airlines,LAX,DXB,2025-04-25 07:44:00,On Time,0,N/A,Storm
FL7631,British Airways,ORD,JFK,2025-04-25 01:47:00,On Time,0,N/A,Snow
FL6302,American Airlines,SFO,AMS,2025-04-25 12:26:00,On Time,0,N/A,Rain
FL4057,Singapore Airlines,ATL,DXB,2025-04-25 04:13:00,Delayed,131,Late Arrival of Aircraft,Storm
FL1944,American Airlines,SFO,LAX,2025-04-25 17:25:00,On Time,0,N/A,Clear
FL4460,British Airways,DXB,JFK,2025-04-25 17:50:00,On Time,0,N/A,Windy
FL4770,British Airways,FRA,ICN,2025-04-25 14:57:00,On Time,0,N/A,Windy
FL9344,Delta,SYD,FRA,2025-04-25 02:12:00,Canceled,0,N/A,Fog
FL2039,American Airlines,PEK,SIN,2025-04-25 10:19:00,Delayed,24,Late Arrival of Aircraft,Fog
FL4023,British Airways,SYD,JFK,2025-04-25 14:09:00,On Time,0,N/A,Fog
FL5929,Delta,YYZ,ATL,2025-04-25 02:23:00,On Time,0,N/A,Windy
FL6970,British Airways,HND,LHR,2025-04-25 06:13:00,Delayed,16,Technical Issue,Windy
FL7063,Singapore Airlines,YYZ,SIN,2025-04-25 09:58:00,On Time,0,N/A,Clear
FL2324,Qatar Airways,FRA,LHR,2025-04-25 09:28:00,On Time,0,N/A,Clear
FL2690,Emirates,ATL,DXB,2025-04-25 17:52:00,On Time,0,N/A,Rain
FL6272,Singapore Airlines,PEK,ATL,2025-04-25 13:54:00,On Time,0,N/A,Clear
FL2195,Lufthansa,ICN,CDG,2025-04-25 11:42:00,Delayed,59,Crew Shortage,Storm
FL1436,American Airlines,LHR,PEK,2025-04-25 02:33:00,Delayed,210,Air Traffic Congestion,Storm
FL6385,United,ATL,YYZ,2025-04-25 08:35:00,On Time,0,N/A,Clear
FL9868,American Airlines,SYD,SFO,2025-04-25 04:24:00,On Time,0,N/A,Rain
FL2889,Lufthansa,ATL,SYD,2025-04-25 07:46:00,On Time,0,N/A,Rain
FL3614,Emirates,ATL,LHR,2025-04-25 15:28:00,Delayed,30,Air Traffic Congestion,Snow
FL6897,British Airways,CDG,SIN,2025-04-25 11:04:00,On Time,0,N/A,Fog
FL4252,Emirates,ATL,HND,2025-04-25 23:34:00,On Time,0,N/A,Storm
FL9147,Delta,PEK,YYZ,2025-04-25 06:16:00,On Time,0,N/A,Clear
FL4669,Delta,ICN,LAX,2025-04-25 03:31:00,On Time,0,N/A,Clear
FL9281,Qatar Airways,FRA,ICN,2025-04-25 00:39:00,On Time,0,N/A,Storm
FL1645,Qatar Airways,HND,DXB,2025-04-25 00:47:00,On Time,0,N/A,Windy
FL1872,Turkish Airlines,ATL,ORD,2025-04-25 14:54:00,On Time,0,N/A,Snow
FL9415,British Airways,FRA,ATL,2025-04-25 19:26:00,Delayed,177,Late Arrival of Aircraft,Storm
FL2915,Lufthansa,JFK,LAX,2025-04-25 17:06:00,Canceled,0,N/A,Clear
FL2346,Turkish Airlines,AMS,FRA,2025-04-25 12:14:00,Delayed,17,Late Arrival of Aircraft,Rain
FL3216,United,YYZ,SYD,2025-04-25 22:21:00,On Time,0,N/A,Storm
FL7724,United,ORD,YYZ,2025-04-25 06:14:00,On Time,0,N/A,Clear
FL9011,Emirates,SYD,ATL,2025-04-25 09:46:00,On Time,0,N/A,Fog
FL6585,Turkish Airlines,SYD,LHR,2025-04-25 19:47:00,On Time,0,N/A,Rain
FL4138,United,HND,SYD,2025-04-25 01:33:00,On Time,0,N/A,Clear
FL6229,Air France,ATL,SIN,2025-04-25 15:24:00,On Time,0,N/A,Windy
FL7022,United,JFK,LAX,2025-04-25 01:16:00,On Time,0,N/A,Rain
FL1276,Turkish Airlines,FRA,CDG,2025-04-25 16:56:00,Delayed,274,Late Arrival of Aircraft,Fog
FL1989,American Airlines,SFO,LHR,2025-04-25 06:40:00,Delayed,22,Late Arrival of Aircraft,Windy
FL2739,United,CDG,JFK,2025-04-25 03:44:00,On Time,0,N/A,Storm
FL7023,Singapore Airlines,DXB,SFO,2025-04-25 23:18:00,On Time,0,N/A,Windy
FL4204,Delta,ORD,LAX,2025-04-25 20:46:00,On Time,0,N/A,Storm
FL6164,Air France,PEK,SIN,2025-04-25 23:23:00,Delayed,211,Security Issue,Fog
FL7134,Delta,ATL,DXB,2025-04-25 16:20:00,On Time,0,N/A,Windy
FL5439,Emirates,SIN,SYD,2025-04-25 14:02:00,On Time,0,N/A,Fog
FL5417,Singapore Airlines,JFK,SFO,2025-04-25 04:12:00,On Time,0,N/A,Storm
FL3866,Emirates,SFO,ATL,2025-04-25 10:04:00,On Time,0,N/A,Rain
FL2899,United,YYZ,JFK,2025-04-25 05:34:00,On Time,0,N/A,Storm
FL6891,Lufthansa,CDG,LAX,2025-04-25 09:12:00,On Time,0,N/A,Snow
FL2221,American Airlines,ICN,LHR,2025-04-25 12:18:00,On Time,0,N/A,Clear
FL5381,Qatar Airways,YYZ,ATL,2025-04-25 03:56:00,On Time,0,N/A,Snow
FL5758,Singapore Airlines,DXB,YYZ,2025-04-25 02:50:00,Delayed,84,Late Arrival of Aircraft,Fog
FL6228,Singapore Airlines,LHR,LAX,2025-04-25 19:49:00,On Time,0,N/A,Windy
FL8084,Singapore Airlines,CDG,ICN,2025-04-25 05:37:00,On Time,0,N/A,Windy
FL7698,Lufthansa,AMS,JFK,2025-04-25 03:09:00,On Time,0,N/A,Rain
FL7102,Singapore Airlines,ICN,CDG,2025-04-25 04:04:00,On Time,0,N/A,Storm
FL1949,British Airways,ICN,ATL,2025-04-25 18:58:00,On Time,0,N/A,Fog
FL1262,Delta,DXB,PEK,2025-04-25 17:31:00,On Time,0,N/A,Snow
FL3850,Air France,JFK,ICN,2025-04-25 10:24:00,On Time,0,N/A,Fog
FL5512,Air France,ORD,ICN,2025-04-26 08:59:00,Delayed,296,Late Arrival of Aircraft,Storm
FL8883,American Airlines,HND,FRA,2025-04-26 07:34:00,On Time,0,N/A,Windy
FL9248,Singapore Airlines,ICN,YYZ,2025-04-26 10:01:00,On Time,0,N/A,Clear
FL2894,Turkish Airlines,AMS,SFO,2025-04-26 16:01:00,On Time,0,N/A,Clear
FL5315,Lufthansa,CDG,LHR,2025-04-26 08:09:00,Canceled,0,N/A,Windy
FL9798,Lufthansa,CDG,AMS,2025-04-26 18:36:00,On Time,0,N/A,Fog
FL6272,Singapore Airlines,SFO,FRA,2025-04-26 04:01:00,On Time,0,N/A,Storm
FL8493,Qatar Airways,DXB,ATL,2025-04-26 15:36:00,On Time,0,N/A,Windy
FL7303,Qatar Airways,DXB,HND,2025-04-26 12:58:00,On Time,0,N/A,Windy
FL7402,Singapore Airlines,YYZ,CDG,2025-04-26 23:45:00,On Time,0,N/A,Clear
FL6170,Delta,HND,ATL,2025-04-26 05:17:00,Delayed,277,Crew Shortage,Fog
FL5504,Air France,FRA,SFO,2025-04-26 15:42:00,On Time,0,N/A,Storm
FL7008,Delta,ATL,LHR,2025-04-26 19:41:00,Delayed,185,Technical Issue,Storm
FL3168,Qatar Airways,LAX,DXB,2025-04-26 06:52:00,On Time,0,N/A,Snow
FL7159,Lufthansa,SYD,PEK,2025-04-26 08:54:00,On Time,0,N/A,Snow
FL1900,Singapore Airlines,LHR,FRA,2025-04-26 22:22:00,On Time,0,N/A,Rain
FL6355,Emirates,DXB,FRA,2025-04-26 03:16:00,On Time,0,N/A,Windy
FL8331,Turkish Airlines,FRA,CDG,2025-04-26 22:32:00,Delayed,284,Crew Shortage,Fog
FL3109,Air France,DXB,HND,2025-04-26 05:57:00,Delayed,294,Technical Issue,Fog
FL5205,Turkish Airlines,ICN,YYZ,2025-04-26 17:18:00,On Time,0,N/A,Snow
FL5585,American Airlines,SIN,JFK,2025-04-26 02:01:00,On Time,0,N/A,Storm
FL8989,Delta,YYZ,JFK,2025-04-26 13:39:00,On Time,0,N/A,Storm
FL6765,American Airlines,CDG,AMS,2025-04-26 00:53:00,On Time,0,N/A,Fog
FL4660,Emirates,SFO,DXB,2025-04-26 19:04:00,On Time,0,N/A,Rain
FL6815,Lufthansa,YYZ,SIN,2025-04-26 12:52:00,Canceled,0,N/A,Clear
FL7479,British Airways,ATL,PEK,2025-04-26 04:41:00,On Time,0,N/A,Clear
FL6158,American Airlines,HND,SFO,2025-04-26 01:56:00,On Time,0,N/A,Clear
FL8687,Air France,ORD,ICN,2025-04-26 05:50:00,On Time,0,N/A,Rain
FL5393,American Airlines,JFK,ICN,2025-04-26 00:26:00,On Time,0,N/A,Storm
FL4197,Lufthansa,SYD,ORD,2025-04-26 08:01:00,On Time,0,N/A,Fog
FL3696,Qatar Airways,ATL,HND,2025-04-26 16:11:00,On Time,0,N/A,Storm
FL4728,Turkish Airlines,LAX,DXB,2025-04-26 23:42:00,Delayed,299,Crew Shortage,Fog
FL1818,Turkish Airlines,YYZ,CDG,2025-04-26 21:41:00,Canceled,0,N/A,Storm
FL1722,United,SYD,DXB,2025-04-26 06:20:00,On Time,0,N/A,Storm
FL1558,British Airways,SIN,AMS,2025-04-26 11:29:00,On Time,0,N/A,Fog
FL7419,Turkish Airlines,JFK,PEK,2025-04-26 23:13:00,Delayed,63,Weather,Storm
FL9339,Delta,SFO,LHR,2025-04-26 22:06:00,On Time,0,N/A,Snow
FL2418,Lufthansa,LHR,ORD,2025-04-26 21:08:00,On Time,0,N/A,Windy
FL8409,British Airways,SYD,DXB,2025-04-26 00:39:00,On Time,0,N/A,Clear
FL6624,British Airways,FRA,LHR,2025-04-26 18:05:00,Delayed,106,Air Traffic Congestion,Snow
FL7935,Delta,ORD,SFO,2025-04-26 11:14:00,Delayed,260,Air Traffic Congestion,Fog
FL7075,Emirates,JFK,CDG,2025-04-26 17:58:00,On Time,0,N/A,Clear
FL7105,Air France,PEK,LHR,2025-04-26 15:28:00,On Time,0,N/A,Rain
FL6810,Singapore Airlines,SIN,FRA,2025-04-26 11:50:00,Delayed,123,Weather,Fog
FL8382,Emirates,SFO,PEK,2025-04-26 01:44:00,On Time,0,N/A,Clear
FL4032,American Airlines,SYD,FRA,2025-04-26 14:36:00,Canceled,0,N/A,Storm
FL7402,Lufthansa,SYD,LHR,2025-04-26 18:36:00,On Time,0,N/A,Fog
FL6865,American Airlines,LHR,SFO,2025-04-26 05:15:00,On Time,0,N/A,Rain
FL2473,Lufthansa,CDG,JFK,2025-04-26 20:52:00,On Time,0,N/A,Rain
FL4189,Delta,ATL,PEK,2025-04-26 09:01:00,Delayed,276,Technical Issue,Snow
FL3957,Delta,LAX,ORD,2025-04-26 09:31:00,Delayed,136,Security Issue,Snow
FL2602,Delta,SYD,LAX,2025-04-26 07:18:00,On Time,0,N/A,Storm
FL7370,Emirates,SYD,SIN,2025-04-26 11:02:00,Delayed,228,Air Traffic Congestion,Fog
FL3412,Lufthansa,HND,ICN,2025-04-26 06:22:00,On Time,0,N/A,Storm
FL5817,Emirates,AMS,ATL,2025-04-26 11:28:00,On Time,0,N/A,Storm
FL1847,American Airlines,JFK,HND,2025-04-26 05:47:00,On Time,0,N/A,Snow
FL3725,United,JFK,PEK,2025-04-26 18:24:00,On Time,0,N/A,Clear
FL3351,Singapore Airlines,FRA,DXB,2025-04-26 05:55:00,On Time,0,N/A,Storm
FL9339,Turkish Airlines,LAX,ATL,2025-04-26 15:22:00,On Time,0,N/A,Rain
FL3336,Singapore Airlines,JFK,CDG,2025-04-26 03:57:00,On Time,0,N/A,Rain
FL5291,American Airlines,SYD,FRA,2025-04-26 21:15:00,Canceled,0,N/A,Snow
FL3007,Delta,FRA,DXB,2025-04-26 18:59:00,On Time,0,N/A,Storm
FL1259,Delta,AMS,FRA,2025-04-26 06:44:00,Canceled,0,N/A,Storm
FL4054,Delta,JFK,SYD,2025-04-26 08:25:00,On Time,0,N/A,Rain
FL5238,British Airways,DXB,ORD,2025-04-26 13:49:00,On Time,0,N/A,Rain
FL3020,Emirates,JFK,LHR,2025-04-26 07:23:00,On Time,0,N/A,Clear
FL5252,Delta,SIN,CDG,2025-04-26 18:16:00,On Time,0,N/A,Rain
FL4022,Air France,AMS,ICN,2025-04-26 13:03:00,Canceled,0,N/A,Windy
FL7193,Qatar Airways,ICN,YYZ,2025-04-26 18:34:00,Delayed,161,Late Arrival of Aircraft,Fog
FL6810,Lufthansa,LHR,PEK,2025-04-26 17:13:00,On Time,0,N/A,Fog
FL3872,Emirates,SFO,SIN,2025-04-26 09:17:00,Delayed,118,Crew Shortage,Storm
FL9257,Qatar Airways,SIN,YYZ,2025-04-26 16:10:00,On Time,0,N/A,Clear
FL7114,Singapore Airlines,SIN,LHR,2025-04-26 09:24:00,On Time,0,N/A,Storm
FL5779,United,SIN,SFO,2025-04-26 10:57:00,Delayed,57,Air Traffic Congestion,Storm
FL6711,United,DXB,ICN,2025-04-26 04:54:00,On Time,0,N/A,Windy
FL9164,Delta,HND,SIN,2025-04-26 07:42:00,Delayed,0,Air Traffic Congestion,Fog
FL5495,British Airways,AMS,YYZ,2025-04-26 10:05:00,On Time,0,N/A,Storm
FL5629,Qatar Airways,AMS,ATL,2025-04-26 02:36:00,On Time,0,N/A,Fog
FL7115,Qatar Airways,YYZ,LHR,2025-04-26 23:19:00,On Time,0,N/A,Clear
FL1806,Delta,YYZ,ICN,2025-04-26 11:42:00,On Time,0,N/A,Rain
FL6190,Emirates,YYZ,HND,2025-04-26 17:01:00,On Time,0,N/A,Clear
FL8319,Delta,ATL,HND,2025-04-26 07:44:00,On Time,0,N/A,Snow
FL1170,Qatar Airways,LAX,PEK,2025-04-26 04:11:00,On Time,0,N/A,Snow
FL5259,Qatar Airways,HND,DXB,2025-04-26 16:46:00,On Time,0,N/A,Windy
FL4965,Delta,DXB,CDG,2025-04-26 21:43:00,On Time,0,N/A,Clear
FL6496,British Airways,PEK,DXB,2025-04-26 21:50:00,On Time,0,N/A,Storm
FL7618,American Airlines,SFO,FRA,2025-04-26 13:11:00,On Time,0,N/A,Rain
FL9221,Delta,SYD,LAX,2025-04-26 21:12:00,On Time,0,N/A,Fog
FL2006,Emirates,ICN,AMS,2025-04-26 12:30:00,On Time,0,N/A,Windy
FL6863,British Airways,PEK,SFO,2025-04-26 13:44:00,On Time,0,N/A,Snow
FL5048,Delta,JFK,FRA,2025-04-26 04:37:00,On Time,0,N/A,Fog
FL5551,Lufthansa,ORD,JFK,2025-04-26 15:44:00,On Time,0,N/A,Storm
FL5616,Lufthansa,LAX,DXB,2025-04-26 11:44:00,On Time,0,N/A,Rain
FL3589,Air France,CDG,LHR,2025-04-26 14:20:00,On Time,0,N/A,Storm
FL2924,Air France,CDG,FRA,2025-04-26 05:35:00,On Time,0,N/A,Storm
FL8999,Turkish Airlines,YYZ,FRA,2025-04-26 18:58:00,On Time,0,N/A,Rain
FL7749,Singapore Airlines,SIN,ICN,2025-04-26 20:01:00,Delayed,22,Security Issue,Snow
FL1637,Qatar Airways,CDG,FRA,2025-04-26 10:36:00,On Time,0,N/A,Rain
FL9816,Turkish Airlines,CDG,ATL,2025-04-26 23:54:00,On Time,0,N/A,Clear
FL5633,Air France,ATL,SFO,2025-04-26 04:13:00,On Time,0,N/A,Windy
FL5597,American Airlines,YYZ,SIN,2025-04-26 11:26:00,On Time,0,N/A,Storm
FL2160,Air France,LHR,CDG,2025-04-26 23:58:00,Canceled,0,N/A,Snow
FL4371,Qatar Airways,JFK,SIN,2025-04-26 04:59:00,On Time,0,N/A,Snow
FL9611,British Airways,JFK,ATL,2025-04-26 22:22:00,On Time,0,N/A,Storm
FL3041,Air France,SIN,HND,2025-04-26 12:41:00,On Time,0,N/A,Windy
FL2935,American Airlines,LAX,CDG,2025-04-26 16:57:00,On Time,0,N/A,Snow
FL7658,Qatar Airways,LAX,YYZ,2025-04-26 02:16:00,On Time,0,N/A,Fog
FL8767,Delta,JFK,FRA,2025-04-26 08:56:00,On Time,0,N/A,Rain
FL9175,Lufthansa,ATL,SYD,2025-04-26 18:27:00,On Time,0,N/A,Fog
FL6410,United,ATL,LHR,2025-04-26 06:45:00,On Time,0,N/A,Rain
FL8885,Air France,AMS,SFO,2025-04-26 03:14:00,On Time,0,N/A,Storm
FL7311,United,DXB,AMS,2025-04-26 16:28:00,Delayed,193,Air Traffic Congestion,Fog
FL4755,Singapore Airlines,SIN,CDG,2025-04-26 13:50:00,On Time,0,N/A,Rain
FL7641,Lufthansa,LAX,HND,2025-04-26 14:43:00,On Time,0,N/A,Storm
FL4415,American Airlines,LAX,CDG,2025-04-26 18:19:00,On Time,0,N/A,Rain
FL7332,Emirates,CDG,SYD,2025-04-26 01:03:00,Delayed,220,Air Traffic Congestion,Fog
FL2639,Lufthansa,SIN,LHR,2025-04-26 00:25:00,On Time,0,N/A,Windy
FL2962,Qatar Airways,YYZ,HND,2025-04-26 16:53:00,Delayed,300,Crew Shortage,Snow
FL6382,American Airlines,SFO,SIN,2025-04-26 07:23:00,On Time,0,N/A,Rain
FL5680,American Airlines,HND,JFK,2025-04-26 07:27:00,Delayed,73,Weather,Fog
FL8208,British Airways,DXB,PEK,2025-04-27 04:50:00,On Time,0,N/A,Rain
FL6945,Air France,SYD,LAX,2025-04-27 17:47:00,Delayed,173,Security Issue,Snow
FL6979,Qatar Airways,SFO,PEK,2025-04-27 19:00:00,On Time,0,N/A,Clear
FL7109,Emirates,DXB,PEK,2025-04-27 20:07:00,On Time,0,N/A,Rain
FL9154,Turkish Airlines,DXB,LHR,2025-04-27 23:08:00,On Time,0,N/A,Fog
FL2811,Qatar Airways,PEK,AMS,2025-04-27 14:52:00,On Time,0,N/A,Snow
FL2151,Qatar Airways,SFO,JFK,2025-04-27 03:48:00,On Time,0,N/A,Snow
FL2161,United,SFO,LAX,2025-04-27 15:23:00,On Time,0,N/A,Clear
FL7011,United,SIN,PEK,2025-04-27 19:11:00,On Time,0,N/A,Fog
FL8683,United,ORD,ICN,2025-04-27 15:27:00,On Time,0,N/A,Clear
FL3255,United,ATL,JFK,2025-04-27 15:35:00,On Time,0,N/A,Rain
FL1787,United,SYD,CDG,2025-04-27 06:55:00,On Time,0,N/A,Rain
FL6056,Lufthansa,AMS,LHR,2025-04-27 20:41:00,On Time,0,N/A,Rain
FL7038,Emirates,LHR,YYZ,2025-04-27 10:49:00,On Time,0,N/A,Windy
FL4270,Emirates,YYZ,ATL,2025-04-27 21:12:00,On Time,0,N/A,Storm
FL4695,Lufthansa,SYD,FRA,2025-04-27 05:20:00,On Time,0,N/A,Clear
FL8170,American Airlines,DXB,HND,2025-04-27 17:40:00,On Time,0,N/A,Snow
